method name: freqs			
corpus: trendi			
subcorpus: -			
concordance size: 2980			
"query: Query:([lemma=""""naš""""][]{1,3}[lemma=""""vaš""""])|([lemma=""""vaš""""][]{1,3}[lemma=""""naš""""])within<s/>"			
text.topic	Frequency	Relative density	Relative in text types
newsfeed.2024-12-13.805	1	43063205.40268	1000000
newsfeed.2019-12-10.362	1	43063205.40268	1000000
newsfeed.2022-11-28.364	1	43063205.40268	1000000
newsfeed.2020-11-18.647	1	43063205.40268	1000000
newsfeed.2023-03-08.1313	1	43063205.40268	1000000
newsfeed.2024-03-21.151	1	43063205.40268	1000000
newsfeed.2020-12-28.449	1	43063205.40268	1000000
newsfeed.2022-05-15.565	1	43063205.40268	1000000
newsfeed.2025-02-16.154	1	43063205.40268	1000000
newsfeed.2026-05-22.115	1	43063205.40268	1000000
newsfeed.2025-03-25.148	1	43063205.40268	1000000
newsfeed.2022-04-13.1285	1	43063205.40268	1000000
newsfeed.2022-04-01.1093	1	43063205.40268	1000000
newsfeed.2023-11-12.770	1	43063205.40268	1000000
newsfeed.2023-12-01.1289	1	43063205.40268	1000000
newsfeed.2023-05-26.442	1	43063205.40268	1000000
newsfeed.2025-04-18.29	1	43063205.40268	1000000
newsfeed.2026-02-03.117	1	43063205.40268	1000000
newsfeed.2022-03-16.140	1	43063205.40268	1000000
newsfeed.2026-02-16.78	1	43063205.40268	1000000
newsfeed.2020-11-01.747	1	43063205.40268	1000000
newsfeed.2026-05-21.55	1	43063205.40268	1000000
newsfeed.2022-11-12.977	1	43063205.40268	1000000
newsfeed.2025-11-29.218	1	43063205.40268	1000000
newsfeed.2019-03-30.200	1	43063205.40268	1000000
newsfeed.2025-06-08.45	1	43063205.40268	1000000
newsfeed.2025-02-12.1095	1	43063205.40268	1000000
newsfeed.2021-12-05.1009	1	43063205.40268	1000000
newsfeed.2022-04-08.166	1	43063205.40268	1000000
newsfeed.2025-01-25.382	1	43063205.40268	1000000
newsfeed.2025-06-18.1079	1	43063205.40268	1000000
newsfeed.2025-08-08.839	1	43063205.40268	1000000
newsfeed.2020-12-30.36	1	43063205.40268	1000000
newsfeed.2025-05-15.1267	1	43063205.40268	1000000
newsfeed.2025-01-06.1199	1	43063205.40268	1000000
newsfeed.2025-10-01.1271	1	43063205.40268	1000000
newsfeed.2023-05-28.979	1	43063205.40268	1000000
newsfeed.2021-04-11.889	1	43063205.40268	1000000
newsfeed.2024-08-27.1172	1	43063205.40268	1000000
newsfeed.2021-02-15.215	1	43063205.40268	1000000
newsfeed.2021-05-26.1228	1	43063205.40268	1000000
newsfeed.2021-12-26.493	1	43063205.40268	1000000
newsfeed.2026-03-23.1290	1	43063205.40268	1000000
newsfeed.2023-10-11.968	1	43063205.40268	1000000
newsfeed.2026-02-07.831	1	43063205.40268	1000000
newsfeed.2024-02-20.1116	1	43063205.40268	1000000
newsfeed.2026-05-01.65	1	43063205.40268	1000000
newsfeed.2025-10-08.1241	1	43063205.40268	1000000
newsfeed.2023-05-27.965	1	43063205.40268	1000000
newsfeed.2023-03-31.1215	1	43063205.40268	1000000
newsfeed.2025-05-16.922	1	43063205.40268	1000000
newsfeed.2024-05-27.1259	1	43063205.40268	1000000
newsfeed.2025-09-06.442	1	43063205.40268	1000000
newsfeed.2022-06-10.371	1	43063205.40268	1000000
newsfeed.2021-02-13.154	1	43063205.40268	1000000
newsfeed.2022-06-26.246	1	43063205.40268	1000000
newsfeed.2026-05-23.1022	1	43063205.40268	1000000
newsfeed.2022-07-04.1196	1	43063205.40268	1000000
newsfeed.2021-04-27.443	1	43063205.40268	1000000
newsfeed.2021-12-11.1035	1	43063205.40268	1000000
newsfeed.2025-12-12.429	1	43063205.40268	1000000
newsfeed.2022-02-10.1441	1	43063205.40268	1000000
newsfeed.2026-03-05.14	1	43063205.40268	1000000
newsfeed.2019-04-17.33	1	43063205.40268	1000000
newsfeed.2026-02-16.611	1	43063205.40268	1000000
newsfeed.2023-10-24.1239	1	43063205.40268	1000000
newsfeed.2026-02-16.571	1	43063205.40268	1000000
newsfeed.2025-06-23.925	1	43063205.40268	1000000
newsfeed.2025-03-15.290	1	43063205.40268	1000000
newsfeed.2023-06-10.809	1	43063205.40268	1000000
newsfeed.2020-11-21.754	1	43063205.40268	1000000
newsfeed.2026-02-23.1019	1	43063205.40268	1000000
newsfeed.2020-05-27.864	1	43063205.40268	1000000
newsfeed.2025-10-01.1317	1	43063205.40268	1000000
newsfeed.2023-01-30.866	1	43063205.40268	1000000
newsfeed.2019-02-02.533	1	43063205.40268	1000000
newsfeed.2023-02-12.850	1	43063205.40268	1000000
newsfeed.2026-03-15.784	1	43063205.40268	1000000
newsfeed.2024-09-10.940	1	43063205.40268	1000000
newsfeed.2022-01-05.1347	1	43063205.40268	1000000
newsfeed.2022-07-18.926	1	43063205.40268	1000000
newsfeed.2021-11-23.733	1	43063205.40268	1000000
newsfeed.2022-11-08.99	1	43063205.40268	1000000
newsfeed.2023-03-08.284	1	43063205.40268	1000000
newsfeed.2019-06-07.21	1	43063205.40268	1000000
newsfeed.2020-11-03.1389	1	43063205.40268	1000000
newsfeed.2025-04-28.435	1	43063205.40268	1000000
newsfeed.2026-02-16.533	1	43063205.40268	1000000
newsfeed.2019-01-21.1271	1	43063205.40268	1000000
newsfeed.2026-02-27.949	1	43063205.40268	1000000
newsfeed.2024-10-03.33	1	43063205.40268	1000000
newsfeed.2020-12-15.1498	1	43063205.40268	1000000
newsfeed.2024-04-16.1474	1	43063205.40268	1000000
newsfeed.2023-09-22.746	1	43063205.40268	1000000
newsfeed.2021-12-23.1517	1	43063205.40268	1000000
newsfeed.2019-02-14.502	1	43063205.40268	1000000
newsfeed.2025-02-01.722	1	43063205.40268	1000000
newsfeed.2024-12-25.13	1	43063205.40268	1000000
newsfeed.2024-09-13.857	1	43063205.40268	1000000
newsfeed.2024-04-20.382	1	43063205.40268	1000000
newsfeed.2023-02-06.476	1	43063205.40268	1000000
newsfeed.2025-02-16.166	1	43063205.40268	1000000
newsfeed.2026-05-22.408	1	43063205.40268	1000000
newsfeed.2020-11-13.1487	1	43063205.40268	1000000
newsfeed.2025-02-12.1033	1	43063205.40268	1000000
newsfeed.2023-02-26.779	1	43063205.40268	1000000
newsfeed.2021-02-20.26	1	43063205.40268	1000000
newsfeed.2025-06-12.504	1	43063205.40268	1000000
newsfeed.2023-05-05.694	1	43063205.40268	1000000
newsfeed.2025-05-24.859	1	43063205.40268	1000000
newsfeed.2022-04-27.321	1	43063205.40268	1000000
newsfeed.2023-05-08.570	1	43063205.40268	1000000
newsfeed.2024-11-03.553	1	43063205.40268	1000000
newsfeed.2025-12-06.155	1	43063205.40268	1000000
newsfeed.2023-05-26.823	1	43063205.40268	1000000
newsfeed.2025-05-11.27	1	43063205.40268	1000000
newsfeed.2026-05-26.807	1	43063205.40268	1000000
newsfeed.2024-06-15.287	1	43063205.40268	1000000
newsfeed.2021-09-16.72	1	43063205.40268	1000000
newsfeed.2025-11-26.1383	1	43063205.40268	1000000
newsfeed.2023-03-31.654	1	43063205.40268	1000000
newsfeed.2024-11-03.146	1	43063205.40268	1000000
newsfeed.2025-12-23.65	1	43063205.40268	1000000
newsfeed.2021-12-06.534	1	43063205.40268	1000000
newsfeed.2022-11-02.165	1	43063205.40268	1000000
newsfeed.2025-12-20.294	1	43063205.40268	1000000
newsfeed.2026-05-26.784	1	43063205.40268	1000000
newsfeed.2026-05-30.343	1	43063205.40268	1000000
newsfeed.2025-02-12.773	1	43063205.40268	1000000
newsfeed.2021-02-18.352	1	43063205.40268	1000000
newsfeed.2025-02-12.814	1	43063205.40268	1000000
newsfeed.2023-12-20.634	1	43063205.40268	1000000
newsfeed.2019-10-16.1227	1	43063205.40268	1000000
newsfeed.2024-12-24.892	1	43063205.40268	1000000
newsfeed.2026-01-27.385	1	43063205.40268	1000000
newsfeed.2024-08-24.494	1	43063205.40268	1000000
newsfeed.2026-05-24.426	1	43063205.40268	1000000
newsfeed.2023-02-18.406	1	43063205.40268	1000000
newsfeed.2025-02-28.1087	1	43063205.40268	1000000
newsfeed.2026-05-22.718	1	43063205.40268	1000000
newsfeed.2025-04-22.1276	1	43063205.40268	1000000
newsfeed.2020-04-15.1267	1	43063205.40268	1000000
newsfeed.2023-05-05.509	1	43063205.40268	1000000
newsfeed.2023-03-29.932	1	43063205.40268	1000000
newsfeed.2024-02-07.1101	1	43063205.40268	1000000
newsfeed.2026-02-03.383	1	43063205.40268	1000000
newsfeed.2024-08-25.792	1	43063205.40268	1000000
newsfeed.2026-05-01.649	1	43063205.40268	1000000
newsfeed.2019-09-14.159	1	43063205.40268	1000000
newsfeed.2024-11-14.1767	1	43063205.40268	1000000
newsfeed.2021-09-01.1292	1	43063205.40268	1000000
newsfeed.2023-10-07.532	1	43063205.40268	1000000
newsfeed.2023-03-31.652	1	43063205.40268	1000000
newsfeed.2021-04-20.585	1	43063205.40268	1000000
newsfeed.2022-03-24.721	1	43063205.40268	1000000
newsfeed.2026-02-08.666	1	43063205.40268	1000000
newsfeed.2021-10-23.642	1	43063205.40268	1000000
newsfeed.2025-09-11.227	1	43063205.40268	1000000
newsfeed.2025-09-25.7	1	43063205.40268	1000000
newsfeed.2022-01-09.521	1	43063205.40268	1000000
newsfeed.2025-11-18.168	1	43063205.40268	1000000
newsfeed.2026-01-20.1472	1	43063205.40268	1000000
newsfeed.2025-12-03.810	1	43063205.40268	1000000
newsfeed.2025-04-26.412	1	43063205.40268	1000000
newsfeed.2023-04-18.636	1	43063205.40268	1000000
newsfeed.2025-12-21.13	1	43063205.40268	1000000
newsfeed.2022-03-16.1603	1	43063205.40268	1000000
newsfeed.2023-03-01.351	1	43063205.40268	1000000
newsfeed.2025-11-21.380	1	43063205.40268	1000000
newsfeed.2020-04-15.1268	1	43063205.40268	1000000
newsfeed.2025-05-08.12	1	43063205.40268	1000000
newsfeed.2024-05-21.44	1	43063205.40268	1000000
newsfeed.2025-02-09.60	1	43063205.40268	1000000
newsfeed.2022-07-02.667	1	43063205.40268	1000000
newsfeed.2025-05-02.783	1	43063205.40268	1000000
newsfeed.2020-06-10.572	1	43063205.40268	1000000
newsfeed.2022-10-26.1458	1	43063205.40268	1000000
newsfeed.2024-10-14.1310	1	43063205.40268	1000000
newsfeed.2022-01-11.238	1	43063205.40268	1000000
newsfeed.2026-05-26.24	1	43063205.40268	1000000
newsfeed.2024-11-26.1211	1	43063205.40268	1000000
newsfeed.2024-01-17.987	1	43063205.40268	1000000
newsfeed.2025-09-29.776	1	43063205.40268	1000000
newsfeed.2019-01-02.690	1	43063205.40268	1000000
newsfeed.2025-12-23.82	1	43063205.40268	1000000
newsfeed.2026-02-25.1300	1	43063205.40268	1000000
newsfeed.2023-07-27.659	1	43063205.40268	1000000
newsfeed.2025-05-04.11	1	43063205.40268	1000000
newsfeed.2022-03-15.721	1	43063205.40268	1000000
newsfeed.2019-02-25.1056	1	43063205.40268	1000000
newsfeed.2024-05-16.990	1	43063205.40268	1000000
newsfeed.2025-10-01.1577	1	43063205.40268	1000000
newsfeed.2026-05-22.813	1	43063205.40268	1000000
newsfeed.2024-07-10.690	1	43063205.40268	1000000
newsfeed.2023-05-23.1152	1	43063205.40268	1000000
newsfeed.2026-05-22.1368	1	43063205.40268	1000000
newsfeed.2020-05-09.697	1	43063205.40268	1000000
newsfeed.2022-04-14.962	1	43063205.40268	1000000
newsfeed.2024-02-01.1465	1	43063205.40268	1000000
newsfeed.2026-05-01.684	1	43063205.40268	1000000
newsfeed.2021-12-16.900	1	43063205.40268	1000000
newsfeed.2025-04-18.28	1	43063205.40268	1000000
newsfeed.2025-06-10.32	1	43063205.40268	1000000
newsfeed.2022-09-04.137	1	43063205.40268	1000000
newsfeed.2025-04-23.34	1	43063205.40268	1000000
newsfeed.2022-09-20.476	1	43063205.40268	1000000
newsfeed.2026-05-20.361	1	43063205.40268	1000000
newsfeed.2026-05-01.514	1	43063205.40268	1000000
newsfeed.2023-07-09.198	1	43063205.40268	1000000
newsfeed.2025-04-23.910	1	43063205.40268	1000000
newsfeed.2026-01-21.1110	1	43063205.40268	1000000
newsfeed.2025-04-22.39	1	43063205.40268	1000000
newsfeed.2025-04-27.546	1	43063205.40268	1000000
newsfeed.2021-04-06.1515	1	43063205.40268	1000000
newsfeed.2019-11-08.1111	1	43063205.40268	1000000
newsfeed.2022-03-30.428	1	43063205.40268	1000000
newsfeed.2022-03-15.150	1	43063205.40268	1000000
newsfeed.2023-07-07.57	1	43063205.40268	1000000
newsfeed.2021-09-30.680	1	43063205.40268	1000000
newsfeed.2026-05-22.473	1	43063205.40268	1000000
newsfeed.2023-09-25.260	1	43063205.40268	1000000
newsfeed.2021-11-22.225	1	43063205.40268	1000000
newsfeed.2022-10-23.70	1	43063205.40268	1000000
newsfeed.2022-11-28.758	1	43063205.40268	1000000
newsfeed.2025-11-27.799	1	43063205.40268	1000000
newsfeed.2023-07-18.1065	1	43063205.40268	1000000
newsfeed.2023-09-26.174	1	43063205.40268	1000000
newsfeed.2025-04-24.25	1	43063205.40268	1000000
newsfeed.2026-05-25.534	1	43063205.40268	1000000
newsfeed.2020-07-13.396	1	43063205.40268	1000000
newsfeed.2023-09-07.77	1	43063205.40268	1000000
newsfeed.2026-02-13.612	1	43063205.40268	1000000
newsfeed.2019-12-20.724	1	43063205.40268	1000000
newsfeed.2021-10-10.985	1	43063205.40268	1000000
newsfeed.2020-04-02.50	1	43063205.40268	1000000
newsfeed.2023-11-17.713	1	43063205.40268	1000000
newsfeed.2023-12-02.818	1	43063205.40268	1000000
newsfeed.2024-05-07.172	1	43063205.40268	1000000
newsfeed.2024-03-17.792	1	43063205.40268	1000000
newsfeed.2022-09-19.1353	1	43063205.40268	1000000
newsfeed.2023-04-17.1122	1	43063205.40268	1000000
newsfeed.2021-10-24.1031	1	43063205.40268	1000000
newsfeed.2025-05-31.233	1	43063205.40268	1000000
newsfeed.2024-05-24.1431	1	43063205.40268	1000000
newsfeed.2026-03-14.548	1	43063205.40268	1000000
newsfeed.2024-07-02.439	1	43063205.40268	1000000
newsfeed.2025-04-17.16	1	43063205.40268	1000000
newsfeed.2025-04-20.725	1	43063205.40268	1000000
newsfeed.2023-07-09.269	1	43063205.40268	1000000
newsfeed.2026-02-04.1416	1	43063205.40268	1000000
newsfeed.2025-08-06.546	1	43063205.40268	1000000
newsfeed.2021-06-24.412	1	43063205.40268	1000000
newsfeed.2026-01-07.784	1	43063205.40268	1000000
newsfeed.2026-05-20.1077	1	43063205.40268	1000000
newsfeed.2020-11-17.989	1	43063205.40268	1000000
newsfeed.2022-03-15.635	1	43063205.40268	1000000
newsfeed.2022-07-11.1283	1	43063205.40268	1000000
newsfeed.2025-06-06.1058	1	43063205.40268	1000000
newsfeed.2023-09-15.23	1	43063205.40268	1000000
newsfeed.2026-04-14.9	1	43063205.40268	1000000
newsfeed.2021-08-16.1109	1	43063205.40268	1000000
newsfeed.2024-12-03.808	1	43063205.40268	1000000
newsfeed.2025-04-21.102	1	43063205.40268	1000000
newsfeed.2025-11-09.790	1	43063205.40268	1000000
newsfeed.2021-08-29.813	1	43063205.40268	1000000
newsfeed.2026-02-15.113	1	43063205.40268	1000000
newsfeed.2026-05-25.1155	1	43063205.40268	1000000
newsfeed.2021-11-21.277	1	43063205.40268	1000000
newsfeed.2025-05-26.1118	1	43063205.40268	1000000
newsfeed.2024-06-23.678	1	43063205.40268	1000000
newsfeed.2025-12-20.689	1	43063205.40268	1000000
newsfeed.2019-08-02.917	1	43063205.40268	1000000
newsfeed.2026-04-23.68	1	43063205.40268	1000000
newsfeed.2022-10-12.457	1	43063205.40268	1000000
newsfeed.2025-06-07.600	1	43063205.40268	1000000
newsfeed.2026-04-29.67	1	43063205.40268	1000000
newsfeed.2025-08-21.95	1	43063205.40268	1000000
newsfeed.2023-04-25.1343	1	43063205.40268	1000000
newsfeed.2026-02-07.199	1	43063205.40268	1000000
newsfeed.2022-09-16.792	1	43063205.40268	1000000
newsfeed.2025-10-09.443	1	43063205.40268	1000000
newsfeed.2023-04-16.830	1	43063205.40268	1000000
newsfeed.2021-03-30.567	1	43063205.40268	1000000
newsfeed.2025-11-28.112	1	43063205.40268	1000000
newsfeed.2025-09-19.712	1	43063205.40268	1000000
newsfeed.2025-01-04.335	1	43063205.40268	1000000
newsfeed.2024-07-30.894	1	43063205.40268	1000000
newsfeed.2023-12-11.1424	1	43063205.40268	1000000
newsfeed.2026-03-22.15	1	43063205.40268	1000000
newsfeed.2025-10-09.761	1	43063205.40268	1000000
newsfeed.2020-01-03.864	1	43063205.40268	1000000
newsfeed.2023-06-04.702	1	43063205.40268	1000000
newsfeed.2022-10-23.227	1	43063205.40268	1000000
newsfeed.2022-04-08.218	1	43063205.40268	1000000
newsfeed.2026-02-05.31	1	43063205.40268	1000000
newsfeed.2026-04-10.407	1	43063205.40268	1000000
newsfeed.2021-02-01.1530	1	43063205.40268	1000000
newsfeed.2025-04-17.630	1	43063205.40268	1000000
newsfeed.2023-05-24.1039	1	43063205.40268	1000000
newsfeed.2022-04-28.1053	1	43063205.40268	1000000
newsfeed.2026-04-18.447	1	43063205.40268	1000000
newsfeed.2023-10-16.1105	1	43063205.40268	1000000
newsfeed.2025-01-12.690	1	43063205.40268	1000000
newsfeed.2021-01-23.189	1	43063205.40268	1000000
newsfeed.2025-05-18.300	1	43063205.40268	1000000
newsfeed.2023-12-28.830	1	43063205.40268	1000000
newsfeed.2019-09-09.691	1	43063205.40268	1000000
newsfeed.2022-02-17.587	1	43063205.40268	1000000
newsfeed.2025-04-17.17	1	43063205.40268	1000000
newsfeed.2025-02-01.719	1	43063205.40268	1000000
newsfeed.2025-02-26.1361	1	43063205.40268	1000000
newsfeed.2025-05-09.130	1	43063205.40268	1000000
newsfeed.2024-02-23.301	1	43063205.40268	1000000
newsfeed.2024-09-18.12	1	43063205.40268	1000000
newsfeed.2024-05-07.275	1	43063205.40268	1000000
newsfeed.2025-06-24.1360	1	43063205.40268	1000000
newsfeed.2025-04-22.1277	1	43063205.40268	1000000
newsfeed.2022-01-08.220	1	43063205.40268	1000000
newsfeed.2025-12-27.652	1	43063205.40268	1000000
newsfeed.2025-02-22.954	1	43063205.40268	1000000
newsfeed.2022-02-21.440	1	43063205.40268	1000000
newsfeed.2023-10-07.401	1	43063205.40268	1000000
newsfeed.2026-03-10.1240	1	43063205.40268	1000000
newsfeed.2023-10-26.846	1	43063205.40268	1000000
newsfeed.2023-06-10.923	1	43063205.40268	1000000
newsfeed.2021-07-06.81	1	43063205.40268	1000000
newsfeed.2022-04-13.1512	1	43063205.40268	1000000
newsfeed.2026-04-12.815	1	43063205.40268	1000000
newsfeed.2026-02-25.1315	1	43063205.40268	1000000
newsfeed.2024-08-16.1191	1	43063205.40268	1000000
newsfeed.2022-07-02.1000	1	43063205.40268	1000000
newsfeed.2025-09-18.50	1	43063205.40268	1000000
newsfeed.2025-10-13.323	1	43063205.40268	1000000
newsfeed.2025-08-08.803	1	43063205.40268	1000000
newsfeed.2022-03-10.1121	1	43063205.40268	1000000
newsfeed.2023-09-19.120	1	43063205.40268	1000000
newsfeed.2025-03-25.928	1	43063205.40268	1000000
newsfeed.2025-12-11.16	1	43063205.40268	1000000
newsfeed.2023-11-21.23	1	43063205.40268	1000000
newsfeed.2021-06-05.822	1	43063205.40268	1000000
newsfeed.2022-09-24.306	1	43063205.40268	1000000
newsfeed.2025-12-03.824	1	43063205.40268	1000000
newsfeed.2021-11-30.1773	1	43063205.40268	1000000
newsfeed.2022-11-09.1273	1	43063205.40268	1000000
newsfeed.2020-04-22.482	1	43063205.40268	1000000
newsfeed.2025-02-09.85	1	43063205.40268	1000000
newsfeed.2025-11-08.463	1	43063205.40268	1000000
newsfeed.2022-08-06.363	1	43063205.40268	1000000
newsfeed.2025-01-06.1123	1	43063205.40268	1000000
newsfeed.2021-12-25.302	1	43063205.40268	1000000
newsfeed.2025-12-24.34	1	43063205.40268	1000000
newsfeed.2021-08-23.697	1	43063205.40268	1000000
newsfeed.2025-12-27.483	1	43063205.40268	1000000
newsfeed.2025-11-18.169	1	43063205.40268	1000000
newsfeed.2020-05-27.1114	1	43063205.40268	1000000
newsfeed.2022-01-13.542	1	43063205.40268	1000000
newsfeed.2022-05-19.227	1	43063205.40268	1000000
newsfeed.2023-07-21.119	1	43063205.40268	1000000
newsfeed.2020-07-05.125	1	43063205.40268	1000000
newsfeed.2025-11-25.56	1	43063205.40268	1000000
newsfeed.2025-04-21.719	1	43063205.40268	1000000
newsfeed.2022-11-04.749	1	43063205.40268	1000000
newsfeed.2025-11-21.625	1	43063205.40268	1000000
newsfeed.2025-11-29.192	1	43063205.40268	1000000
newsfeed.2024-03-11.456	1	43063205.40268	1000000
newsfeed.2025-11-30.710	1	43063205.40268	1000000
newsfeed.2022-08-25.773	1	43063205.40268	1000000
newsfeed.2022-08-26.1046	1	43063205.40268	1000000
newsfeed.2025-10-09.674	1	43063205.40268	1000000
newsfeed.2022-01-16.600	1	43063205.40268	1000000
newsfeed.2025-06-10.25	1	43063205.40268	1000000
newsfeed.2023-09-04.996	1	43063205.40268	1000000
newsfeed.2025-11-25.731	1	43063205.40268	1000000
newsfeed.2026-05-01.628	1	43063205.40268	1000000
newsfeed.2023-04-12.1047	1	43063205.40268	1000000
newsfeed.2023-05-26.545	1	43063205.40268	1000000
newsfeed.2023-03-31.881	1	43063205.40268	1000000
newsfeed.2023-04-18.1346	1	43063205.40268	1000000
newsfeed.2025-09-15.878	1	43063205.40268	1000000
newsfeed.2019-11-21.882	1	43063205.40268	1000000
newsfeed.2025-04-22.659	1	43063205.40268	1000000
newsfeed.2025-09-03.912	1	43063205.40268	1000000
newsfeed.2024-02-24.468	1	43063205.40268	1000000
newsfeed.2019-12-14.645	1	43063205.40268	1000000
newsfeed.2023-10-07.480	1	43063205.40268	1000000
newsfeed.2025-05-10.608	1	43063205.40268	1000000
newsfeed.2024-02-08.22	1	43063205.40268	1000000
newsfeed.2026-05-01.638	1	43063205.40268	1000000
newsfeed.2025-04-21.539	1	43063205.40268	1000000
newsfeed.2021-04-30.116	1	43063205.40268	1000000
newsfeed.2025-10-15.352	1	43063205.40268	1000000
newsfeed.2020-06-24.325	1	43063205.40268	1000000
newsfeed.2025-06-16.146	1	43063205.40268	1000000
newsfeed.2022-01-25.184	1	43063205.40268	1000000
newsfeed.2024-10-07.967	1	43063205.40268	1000000
newsfeed.2022-03-21.150	1	43063205.40268	1000000
newsfeed.2023-10-06.450	1	43063205.40268	1000000
newsfeed.2025-10-09.715	1	43063205.40268	1000000
newsfeed.2019-10-09.1130	1	43063205.40268	1000000
newsfeed.2019-02-07.149	1	43063205.40268	1000000
newsfeed.2023-11-14.696	1	43063205.40268	1000000
newsfeed.2025-05-07.27	1	43063205.40268	1000000
newsfeed.2025-10-09.689	1	43063205.40268	1000000
newsfeed.2025-09-04.1083	1	43063205.40268	1000000
newsfeed.2025-02-03.1358	1	43063205.40268	1000000
newsfeed.2022-03-12.1029	1	43063205.40268	1000000
newsfeed.2026-05-01.610	1	43063205.40268	1000000
newsfeed.2025-03-07.1220	1	43063205.40268	1000000
newsfeed.2021-05-19.925	1	43063205.40268	1000000
newsfeed.2025-01-11.898	1	43063205.40268	1000000
newsfeed.2025-10-13.191	1	43063205.40268	1000000
newsfeed.2024-12-11.29	1	43063205.40268	1000000
newsfeed.2024-12-16.908	1	43063205.40268	1000000
newsfeed.2025-12-25.295	1	43063205.40268	1000000
newsfeed.2023-08-27.909	1	43063205.40268	1000000
newsfeed.2019-05-18.848	1	43063205.40268	1000000
newsfeed.2023-04-18.504	1	43063205.40268	1000000
newsfeed.2025-10-09.642	1	43063205.40268	1000000
newsfeed.2025-09-01.1289	1	43063205.40268	1000000
newsfeed.2023-09-16.309	1	43063205.40268	1000000
newsfeed.2025-06-24.116	1	43063205.40268	1000000
newsfeed.2020-04-16.669	1	43063205.40268	1000000
newsfeed.2025-10-09.693	1	43063205.40268	1000000
newsfeed.2020-06-02.11	1	43063205.40268	1000000
newsfeed.2020-03-12.622	1	43063205.40268	1000000
newsfeed.2025-09-22.1085	1	43063205.40268	1000000
newsfeed.2025-11-30.611	1	43063205.40268	1000000
